Name,SampID,Cruise,Vol_L,umol.in.vial.ave,nM.in.smp,nM_C,nM_N
Betonicine,220628_Smp_MU16_B,KM1906,10,0.38816988059174845,0.015526795223669938,0.10868756656568956,0.015526795223669938
Betonicine,220628_Smp_MU16_C,KM1906,10,0.3165959268636488,0.012663837074545952,0.08864685952182166,0.012663837074545952
Betonicine,220628_Smp_MU17_A,KM1906,10,0.19119993495349555,0.007647997398139821,0.05353598178697874,0.007647997398139821
Betonicine,220628_Smp_MU17_B,KM1906,10,0.2466146218613419,0.009864584874453674,0.06905209412117572,0.009864584874453674
Betonicine,220628_Smp_MU17_C,KM1906,10,0.30566645937358,0.012226658374943201,0.0855866086246024,0.012226658374943201
Betonicine,220628_Smp_MU18_A,KM1906,10,0.17601349618890766,0.007040539847556305,0.04928377893289414,0.007040539847556305
Betonicine,220628_Smp_MU18_B,KM1906,10,0.24918531468066857,0.009967412587226743,0.0697718881105872,0.009967412587226743
Betonicine,220628_Smp_MU18_C,KM1906,10,0.22781535550582743,0.009112614220233097,0.06378829954163168,0.009112614220233097
Betonicine,220628_Smp_MU19_A,KM1906,10,1.6044560598546864,0.06417824239418746,0.4492476967593122,0.06417824239418746
Betonicine,220628_Smp_MU19_B,KM1906,10,1.2580643860064546,0.05032257544025819,0.35225802808180734,0.05032257544025819
Betonicine,220628_Smp_MU19_C,KM1906,10,1.3192892766851876,0.0527715710674075,0.3694009974718525,0.0527715710674075
Betonicine,220628_Smp_MU2_A,KM1906,10,0.13973874579779344,0.005589549831911738,0.03912684882338217,0.005589549831911738
Betonicine,220628_Smp_MU2_B,KM1906,10,0.17718383081322775,0.007087353232529109,0.04961147262770376,0.007087353232529109
Betonicine,220628_Smp_MU2_C,KM1906,10,0.18069024753231777,0.00722760990129271,0.05059326930904897,0.00722760990129271
Betonicine,220628_Smp_MU20_A,KM1906,10,0.1908512372730049,0.007634049490920197,0.05343834643644138,0.007634049490920197
Betonicine,220628_Smp_MU20_B,KM1906,10,0.36981497627082477,0.01479259905083299,0.10354819335583093,0.01479259905083299
Betonicine,220628_Smp_MU20_C,KM1906,10,0.2967624607728664,0.011870498430914655,0.08309348901640258,0.011870498430914655
Betonicine,220628_Smp_MU21_A,KM1906,10,0.19227334745571872,0.007690933898228748,0.05383653728760124,0.007690933898228748
Betonicine,220628_Smp_MU21_B,KM1906,10,0.31440345227955835,0.012576138091182333,0.08803296663827634,0.012576138091182333
Betonicine,220628_Smp_MU21_C,KM1906,10,0.21841633271548033,0.008736653308619212,0.06115657316033449,0.008736653308619212
Betonicine,220628_Smp_MU22_A,KM1906,10,0.1423532107930633,0.0056941284317225315,0.03985889902205772,0.0056941284317225315
Betonicine,220628_Smp_MU22_B,KM1906,10,0.1900371469371555,0.00760148587748622,0.05321040114240354,0.00760148587748622
Betonicine,220628_Smp_MU22_C,KM1906,10,0.16927467120812137,0.0067709868483248545,0.04739690793827398,0.0067709868483248545
Betonicine,220628_Smp_MU23_A,KM1906,10,0.21221207762987013,0.008488483105194806,0.059419381736363644,0.008488483105194806
Betonicine,220628_Smp_MU23_B,KM1906,10,0.22612687595664083,0.009045075038265632,0.06331552526785943,0.009045075038265632
Betonicine,220628_Smp_MU23_C,KM1906,10,0.23776343101990058,0.009510537240796023,0.06657376068557216,0.009510537240796023
Betonicine,220628_Smp_MU24_A,KM1906,10,0.18449122241827676,0.0073796488967310695,0.05165754227711749,0.0073796488967310695
Betonicine,220628_Smp_MU24_B,KM1906,10,0.22503716796022538,0.009001486718409016,0.06301040702886311,0.009001486718409016
Betonicine,220628_Smp_MU24_C,KM1906,10,0.21036280723957887,0.008414512289583155,0.058901586027082085,0.008414512289583155
Betonicine,220628_Smp_MU3_A,KM1906,10,0.22075672451529774,0.00883026898061191,0.061811882864283366,0.00883026898061191
Betonicine,220628_Smp_MU3_B,KM1906,10,0.3250440215587433,0.01300176086234973,0.0910123260364481,0.01300176086234973
Betonicine,220628_Smp_MU3_C,KM1906,10,0.26433083899218807,0.01057323355968752,0.07401263491781264,0.01057323355968752
Betonicine,220628_Smp_MU4_A,KM1906,10,0.28462176270199724,0.011384870508079889,0.07969409355655922,0.011384870508079889
Betonicine,220628_Smp_MU4_B,KM1906,10,0.40619406591589863,0.016247762636635948,0.11373433845645163,0.016247762636635948
Betonicine,220628_Smp_MU4_C,KM1906,10,0.3600724163480912,0.014402896653923646,0.10082027657746552,0.014402896653923646
Betonicine,220628_Smp_MU5_A,KM1906,10,0.20963537341938288,0.008385414936775313,0.05869790455742719,0.008385414936775313
Betonicine,220628_Smp_MU5_B,KM1906,10,0.3287691974263142,0.01315076789705257,0.092055375279368,0.01315076789705257
Betonicine,220628_Smp_MU5_C,KM1906,10,0.22175348715607635,0.008870139486243054,0.06209097640370138,0.008870139486243054
Betonicine,220628_Smp_MU6_A,KM1906,10,0.2531660579072115,0.010126642316288457,0.0708864962140192,0.010126642316288457
Betonicine,220628_Smp_MU6_B,KM1906,10,0.2893628451791198,0.011574513807164793,0.08102159665015356,0.011574513807164793
Betonicine,220628_Smp_MU6_C,KM1906,10,0.22561261531529347,0.009024504612611738,0.06317153228828216,0.009024504612611738
Betonicine,220628_Smp_MU7_A,KM1906,10,0.20818945812767314,0.008327578325106924,0.05829304827574847,0.008327578325106924
Betonicine,220628_Smp_MU7_B,KM1906,10,0.26169794214679043,0.010467917685871617,0.07327542380110132,0.010467917685871617
Betonicine,220628_Smp_MU7_C,KM1906,10,0.24080593481068668,0.009632237392427467,0.06742566174699227,0.009632237392427467
Betonicine,220628_Smp_MU8_A,KM1906,10,0.1807749064164471,0.007230996256657884,0.05061697379660519,0.007230996256657884
Betonicine,220628_Smp_MU8_B,KM1906,10,0.15214388034166987,0.006085755213666794,0.042600286495667564,0.006085755213666794
Betonicine,220628_Smp_MU8_C,KM1906,10,0.14299105638837828,0.005719642255535131,0.040037495788745915,0.005719642255535131
Betonicine,220628_Smp_MU9_A,KM1906,10,0.1329599589382304,0.005318398357529216,0.03722878850270451,0.005318398357529216
Betonicine,220628_Smp_MU9_B,KM1906,10,0.10789691547632176,0.00431587661905287,0.03021113633337009,0.00431587661905287
Betonicine,220628_Smp_MU9_C,KM1906,10,0.14185568031573056,0.005674227212629223,0.03971959048840456,0.005674227212629223
Betonicine,221006_Smp_S1_C1_5m_A,RC078,2,0.545338405601349,0.1090676811202698,0.7634737678418886,0.1090676811202698
Betonicine,221006_Smp_S1_C1_5m_B,RC078,2,0.4682858063647817,0.09365716127295634,0.6556001289106944,0.09365716127295634
Betonicine,221006_Smp_S1_C1_5m_C,RC078,2,0.466714985332723,0.09334299706654459,0.6534009794658121,0.09334299706654459
Betonicine,221006_Smp_S1_C1_DCM_A,RC078,2.5,0.30119316465476154,0.04819090634476184,0.3373363444133329,0.04819090634476184
Betonicine,221006_Smp_S1_C1_DCM_B,RC078,1.5,0.5319161425134517,0.14184430467025375,0.9929101326917762,0.14184430467025375
Betonicine,221006_Smp_S1_C1_DCM_C,RC078,1,0.3022222130135314,0.12088888520541256,0.846222196437888,0.12088888520541256
Betonicine,221006_Smp_S2_C1_SRF_A,RC078,3.5,0.180638656492803,0.020644417884891773,0.1445109251942424,0.020644417884891773
Betonicine,221006_Smp_S2_C1_SRF_B,RC078,3,0.2347221752745355,0.03129629003660473,0.21907403025623312,0.03129629003660473
Betonicine,221006_Smp_S2_C1_SRF_C,RC078,3.5,0.28428092675071476,0.03248924877151026,0.22742474140057178,0.03248924877151026
Betonicine,221006_Smp_S2_C2_D1_A,RC078,4.5,0.11763790776923688,0.010456702912821057,0.0731969203897474,0.010456702912821057
Betonicine,221006_Smp_S2_C2_D1_B,RC078,4.8,0.11265172239770742,0.009387643533142285,0.065713504731996,0.009387643533142285
Betonicine,221006_Smp_S2_C2_D1_C,RC078,4.8,0.0899324664671922,0.00749437220559935,0.05246060543919545,0.00749437220559935
Betonicine,221006_Smp_S2_C2_D2_A,RC078,4,0.1484343416313178,0.01484343416313178,0.10390403914192246,0.01484343416313178
Betonicine,221006_Smp_S2_C2_D2_B,RC078,4.5,0.22468427086499806,0.019971935187999827,0.13980354631599878,0.019971935187999827
Betonicine,221006_Smp_S2_C2_D2_C,RC078,4.3,0.18991009879208182,0.017666055701589006,0.12366238991112304,0.017666055701589006
Betonicine,221006_Smp_S2_C3_D3_A,RC078,4,0.19122023022253665,0.019122023022253663,0.13385416115577564,0.019122023022253663
Betonicine,221006_Smp_S2_C3_D3_B,RC078,4.5,0.19637620161889116,0.01745566236612366,0.12218963656286562,0.01745566236612366
Betonicine,221006_Smp_S2_C3_D3_C,RC078,4.575,0.18742276378442904,0.016386689729786144,0.11470682810850301,0.016386689729786144
Betonicine,221006_Smp_S2_C3_D4_A,RC078,4,0.22427040444648735,0.022427040444648733,0.15698928311254112,0.022427040444648733
Betonicine,221006_Smp_S2_C3_D4_B,RC078,4,0.1954413714531621,0.019544137145316207,0.13680896001721343,0.019544137145316207
Betonicine,221006_Smp_S2_C3_D4_C,RC078,4.5,0.21163694777574882,0.018812173135622112,0.13168521194935479,0.018812173135622112
Betonicine,221006_Smp_S2_C4_D5_A,RC078,2.8,0.20018009859318023,0.028597156941882886,0.2001800985931802,0.028597156941882886
Betonicine,221006_Smp_S2_C4_D5_B,RC078,2.5,0.2481678122776543,0.03970684996442469,0.2779479497509728,0.03970684996442469
Betonicine,221006_Smp_S2_C4_D5_C,RC078,2.6,0.219836820698923,0.03382104933829585,0.23674734536807093,0.03382104933829585
Betonicine,221006_Smp_S2_C4_D6_A,RC078,3,0.21451240899388258,0.028601654532517673,0.2002115817276237,0.028601654532517673
Betonicine,221006_Smp_S2_C4_D6_B,RC078,3,0.2066793656459142,0.027557248752788557,0.1929007412695199,0.027557248752788557
Betonicine,221006_Smp_S2_C4_D6_C,RC078,3,0.19078488653571202,0.025437984871428263,0.17806589409999785,0.025437984871428263
Betonicine,221006_Smp_S3_C1_D1_A,RC078,3.1,0.10336558560072177,0.013337494916222162,0.09336246441355514,0.013337494916222162
Betonicine,221006_Smp_S3_C1_D1_B,RC078,3.5,0.12685367896595592,0.014497563310394963,0.10148294317276474,0.014497563310394963
Betonicine,221006_Smp_S3_C1_D1_C,RC078,3.8,0.10813420750866219,0.011382548158806545,0.07967783711164582,0.011382548158806545
Betonicine,221006_Smp_S3_C1_D2_A,RC078,5.5,0.22271251674000722,0.016197273944727798,0.11338091761309459,0.016197273944727798
Betonicine,221006_Smp_S3_C1_D2_B,RC078,5,0.19829389227536756,0.0158635113820294,0.1110445796742058,0.0158635113820294
Betonicine,221006_Smp_S3_C1_D2_C,RC078,5.25,0.1940636652028902,0.014785803063077346,0.10350062144154142,0.014785803063077346
Betonicine,221006_Smp_S3_C2_D3_A,RC078,4,0.2321284474070264,0.023212844740702638,0.16248991318491846,0.023212844740702638
Betonicine,221006_Smp_S3_C2_D3_B,RC078,4,0.2417442124048759,0.02417442124048759,0.16922094868341314,0.02417442124048759
Betonicine,221006_Smp_S3_C2_D3_C,RC078,4,0.23937024269237728,0.023937024269237727,0.1675591698846641,0.023937024269237727
Betonicine,221006_Smp_S3_C2_D4_A,RC078,4.75,0.28166790727466123,0.023719402717866208,0.16603581902506345,0.023719402717866208
Betonicine,221006_Smp_S3_C2_D4_B,RC078,3.5,0.22721165221735398,0.025967045967697597,0.18176932177388316,0.025967045967697597
Betonicine,221006_Smp_S3_C2_D4_C,RC078,4.5,0.21252475916147687,0.018891089703242388,0.13223762792269672,0.018891089703242388
Betonicine,221006_Smp_S4_C1_D1_A,RC078,3.1,0.14792510999996983,0.019087110967738043,0.1336097767741663,0.019087110967738043
Betonicine,221006_Smp_S4_C1_D1_B,RC078,3,0.13468738162451596,0.01795831754993546,0.12570822284954822,0.01795831754993546
Betonicine,221006_Smp_S4_C1_D1_C,RC078,3.2,0.1301696861024319,0.016271210762803984,0.1138984753396279,0.016271210762803984
Betonicine,221006_Smp_S4_C1_D2_A,RC078,3.25,0.12633703234836502,0.015549173212106466,0.10884421248474525,0.015549173212106466
Betonicine,221006_Smp_S4_C1_D2_B,RC078,2.5,0.13441698299707636,0.02150671727953222,0.15054702095672554,0.02150671727953222
Betonicine,221006_Smp_S4_C1_D2_C,RC078,2.9,0.14494844009019348,0.01999288828830255,0.13995021801811786,0.01999288828830255
Betonicine,221006_Smp_S4_C2_D3_A,RC078,4.25,0.11991540137570958,0.011286155423596194,0.07900308796517336,0.011286155423596194
Betonicine,221006_Smp_S4_C2_D3_B,RC078,4,0.1675240295332949,0.016752402953329488,0.11726682067330642,0.016752402953329488
Betonicine,221006_Smp_S4_C2_D3_C,RC078,3.5,0.19983935242877793,0.022838783134717478,0.15987148194302234,0.022838783134717478
Betonicine,221006_Smp_S4_C2_D4_A,RC078,3.75,0.1996507715362652,0.02129608229720162,0.14907257608041133,0.02129608229720162
Betonicine,221006_Smp_S4_C2_D4_B,RC078,3.1,0.21988447169455982,0.028372189896072233,0.19860532927250563,0.028372189896072233
Betonicine,221006_Smp_S4_C2_D4_C,RC078,3.5,0.15099346924024376,0.017256396484599285,0.12079477539219499,0.017256396484599285
Betonicine,221006_Smp_S5_C3_D1_A,RC078,2,0.11009198966810145,0.02201839793362029,0.15412878553534204,0.02201839793362029
Betonicine,221006_Smp_S5_C3_D1_B,RC078,2,0.12397599596144487,0.024795199192288973,0.1735663943460228,0.024795199192288973
Betonicine,221006_Smp_S5_C3_D1_C,RC078,2,0.1399445436492092,0.027988908729841836,0.19592236110889286,0.027988908729841836
Betonicine,221006_Smp_S5_C3_D2_A,RC078,1.8,0.16636936895933982,0.03697097087985329,0.25879679615897305,0.03697097087985329
Betonicine,221006_Smp_S5_C3_D2_B,RC078,1.8,0.20510451649709022,0.045578781443797824,0.31905147010658474,0.045578781443797824
Betonicine,221006_Smp_S5_C3_D2_C,RC078,1.8,0.21533793810783053,0.04785287513507345,0.3349701259455141,0.04785287513507345
Betonicine,221006_Smp_S5_C3_D3_A,RC078,1.2,0.059562895570764024,0.01985429852358801,0.13898008966511607,0.01985429852358801
Betonicine,221006_Smp_S5_C3_D3_B,RC078,2,0.26145909834911396,0.0522918196698228,0.3660427376887596,0.0522918196698228
Betonicine,221006_Smp_S5_C3_D3_C,RC078,1.6,0.16806318302752096,0.04201579575688024,0.2941105702981617,0.04201579575688024
Betonicine,221006_Smp_S6_C1_D1_A,RC078,2.2,0.1585214053223661,0.028822073694975654,0.20175451586482956,0.028822073694975654
Betonicine,221006_Smp_S6_C1_D1_B,RC078,2.1,0.13147365794626345,0.025042601513573987,0.1752982105950179,0.025042601513573987
Betonicine,221006_Smp_S6_C1_D1_C,RC078,2,0.1646044035371733,0.03292088070743466,0.23044616495204262,0.03292088070743466
Betonicine,221006_Smp_S6_C1_D2_A,RC078,1.75,0.11390966894325139,0.02603649575845746,0.18225547030920222,0.02603649575845746
Betonicine,221006_Smp_S6_C1_D2_B,RC078,1.5,0.085605149136357,0.022828039769695194,0.15979627838786636,0.022828039769695194
Betonicine,221006_Smp_S6_C1_D2_C,RC078,2,0.11666056561782501,0.023332113123565,0.163324791864955,0.023332113123565
Betonicine,221006_Smp_S6_C2_D3_A,RC078,4.2,0.09125707563570726,0.008691150060543548,0.06083805042380483,0.008691150060543548
Betonicine,221006_Smp_S6_C2_D3_B,RC078,3.5,0.08458902507151363,0.009667317151030128,0.06767122005721089,0.009667317151030128
Betonicine,221006_Smp_S6_C2_D3_C,RC078,3.7,0.08183814646024389,0.008847367184891231,0.06193157029423862,0.008847367184891231
Betonicine,221006_Smp_S6_C2_D4_A,RC078,4.1,0.11744313116349313,0.01145786645497494,0.08020506518482458,0.01145786645497494
Betonicine,221006_Smp_S6_C2_D4_B,RC078,3.7,0.09526396801900573,0.010298807353406023,0.07209165147384217,0.010298807353406023
Betonicine,221006_Smp_S6_C2_D4_C,RC078,3.8,0.1159742774818401,0.01220781868229896,0.08545473077609271,0.01220781868229896
Betonicine,221006_Smp_S7_C1_D1_B,RC078,3.5,0.5398720524544154,0.06169966313764748,0.43189764196353236,0.06169966313764748
Betonicine,221006_Smp_S7_C1_D1_C,RC078,4,0.5554270137048791,0.05554270137048791,0.3887989095934154,0.05554270137048791
Betonicine,221006_Smp_S7_C1_D2_A,RC078,3.7,0.44842509536831604,0.048478388688466593,0.33934872081926615,0.048478388688466593
Betonicine,221006_Smp_S7_C1_D2_B,RC078,4,0.4691621656158494,0.046916216561584935,0.3284135159310945,0.046916216561584935
Betonicine,221006_Smp_S7_C1_D2_C,RC078,4,0.4165536962290009,0.04165536962290009,0.29158758736030066,0.04165536962290009
Betonicine,221006_Smp_S7_C2_D3_A,RC078,5,0.6784740952326158,0.05427792761860926,0.3799454933302648,0.05427792761860926
Betonicine,221006_Smp_S7_C2_D3_B,RC078,4.5,0.6956337281466104,0.0618341091685876,0.4328387641801132,0.0618341091685876
Betonicine,221006_Smp_S7_C2_D3_C,RC078,4.5,0.7586685171663393,0.06743720152589683,0.4720604106812778,0.06743720152589683
Betonicine,221006_Smp_S7_C2_D4_A,RC078,3.25,1.1839036901265771,0.1457112234001941,1.0199785638013588,0.1457112234001941
Betonicine,221006_Smp_S7_C2_D4_B,RC078,3.1,1.2464210016167367,0.16082851633764345,1.125799614363504,0.16082851633764345
Betonicine,221006_Smp_S7_C2_D4_C,RC078,4,1.1315956134832619,0.11315956134832618,0.7921169294382833,0.11315956134832618
Betonicine,221006_Smp_S7_C3_D5_A,RC078,2,2.6767379972517484,0.5353475994503496,3.747433196152447,0.5353475994503496
Betonicine,221006_Smp_S7_C3_D5_B,RC078,2.25,2.131448181937838,0.37892412123339336,2.6524688486337533,0.37892412123339336
Betonicine,221006_Smp_S7_C3_D5_C,RC078,2.5,2.2087559434050217,0.35340095094480345,2.473806656613624,0.35340095094480345
Betonicine,221006_Smp_S7_C3_D6_A,RC078,1.6,2.443433809395138,0.6108584523487846,4.276009166441492,0.6108584523487846
Betonicine,221006_Smp_S7_C3_D6_B,RC078,1.75,2.277649528911793,0.5206056066084097,3.644239246258868,0.5206056066084097
Betonicine,221006_Smp_S7_C3_D6_C,RC078,1.75,2.4752836048230122,0.5657791096738313,3.960453767716819,0.5657791096738313
Betonicine,221006_Smp_S8_C1_D1_A_2L,RC078,2,0.08485516075923742,0.016971032151847483,0.11879722506293239,0.016971032151847483
Betonicine,221006_Smp_S8_C1_D1_A_4L,RC078,4,0.21302711770569827,0.02130271177056983,0.1491189823939888,0.02130271177056983
Betonicine,221006_Smp_S8_C1_D2_A,RC078,1.4,0.07470223374641469,0.021343495356118482,0.14940446749282937,0.021343495356118482
Betonicine,220902_Smp_TN397_S1_U_A,TN397,5,0.1340150593215744,0.010721204745725953,0.07504843322008167,0.010721204745725953
Betonicine,220902_Smp_TN397_S1_U_B,TN397,5,0.0556724092527235,0.00445379274021788,0.03117654918152516,0.00445379274021788
Betonicine,220902_Smp_TN397_S1_U_C,TN397,5,0.1125176955391176,0.009001415643129408,0.06300990950190585,0.009001415643129408
Betonicine,220902_Smp_TN397_S2_U_A,TN397,5,0.11199334211928823,0.008959467369543058,0.0627162715868014,0.008959467369543058
Betonicine,220902_Smp_TN397_S2_U_B,TN397,5,0.1293922884820752,0.010351383078566017,0.07245968154996212,0.010351383078566017
Betonicine,220902_Smp_TN397_S2_U_C,TN397,5,0.14287002998209333,0.011429602398567468,0.08000721678997227,0.011429602398567468
Betonicine,220902_Smp_TN397_S3_U_A,TN397,5,0.1002592337533768,0.008020738700270143,0.056145170901891,0.008020738700270143
Betonicine,220902_Smp_TN397_S3_U_B,TN397,5,0.12389682183390095,0.009911745746712074,0.06938222022698451,0.009911745746712074
Betonicine,220902_Smp_TN397_S3_U_C,TN397,5,0.15025841310164637,0.012020673048131706,0.08414471133692195,0.012020673048131706
Betonicine,220902_Smp_TN397_S4_2400_U_A,TN397,5,0.13831873741877618,0.011065498993502093,0.07745849295451465,0.011065498993502093
Betonicine,220902_Smp_TN397_S4_2400_U_B,TN397,5,0.14197448014920036,0.011357958411936028,0.0795057088835522,0.011357958411936028
Betonicine,220902_Smp_TN397_S4_2400_U_C,TN397,5,0.16544079446498758,0.013235263557199005,0.09264684490039303,0.013235263557199005
Betonicine,220902_Smp_TN397_S4_U_600_A,TN397,5,0.16145130287925438,0.012916104230340349,0.09041272961238245,0.012916104230340349
Betonicine,220902_Smp_TN397_S4_U_600_B,TN397,5,0.16391117687694537,0.01311289415015563,0.09179025905108941,0.01311289415015563
Betonicine,220902_Smp_TN397_S4_U_600_C,TN397,5,0.17873650478854072,0.01429892038308326,0.10009244268158282,0.01429892038308326
Betonicine,220902_Smp_TN397_S4_U_1800_A,TN397,5,0.14104944286775462,0.011283955429420369,0.07898768800594258,0.011283955429420369
Betonicine,220902_Smp_TN397_S4_U_1800_B,TN397,5,0.11770804969967757,0.009416643975974207,0.06591650783181945,0.009416643975974207
Betonicine,220902_Smp_TN397_S4_U_1800_C,TN397,5,0.1632951320105551,0.013063610560844407,0.09144527392591086,0.013063610560844407
Betonicine,220902_Smp_TN397_S6_U_A,TN397,5,0.1682227775356641,0.013457822202853128,0.09420475541997189,0.013457822202853128
Betonicine,220902_Smp_TN397_S6_U_B,TN397,5,0.1746530188315719,0.01397224150652575,0.09780569054568025,0.01397224150652575
Betonicine,220902_Smp_TN397_S6_U_C,TN397,5,0.1966382522000162,0.015731060176001295,0.11011742123200907,0.015731060176001295
Betonicine,220902_Smp_TN397_S7_600_U_A,TN397,5,0.13010658312399148,0.010408526649919318,0.07285968654943523,0.010408526649919318
Betonicine,220902_Smp_TN397_S7_600_U_B,TN397,5,0.10221715778323734,0.008177372622658987,0.05724160835861291,0.008177372622658987
Betonicine,220902_Smp_TN397_S7_600_U_C,TN397,5,0.11236010790553193,0.008988808632442554,0.06292166042709788,0.008988808632442554
Betonicine,220902_Smp_TN397_S7_1800_U_A,TN397,5,0.13936689355905618,0.011149351484724495,0.07804546039307146,0.011149351484724495
Betonicine,220902_Smp_TN397_S7_1800_U_B,TN397,5,0.10970777699086477,0.00877662215926918,0.06143635511488427,0.00877662215926918
Betonicine,220902_Smp_TN397_S7_1800_U_C,TN397,5,0.10537636367040623,0.0084301090936325,0.0590107636554275,0.0084301090936325
Betonicine,220902_Smp_TN397_S8_U_A,TN397,5,0.11911228305189564,0.009528982644151652,0.06670287850906156,0.009528982644151652
Betonicine,220902_Smp_TN397_S8_U_B,TN397,5,0.09820732786817554,0.007856586229454043,0.0549961036061783,0.007856586229454043
Betonicine,220902_Smp_TN397_S8_U_C,TN397,5,0.08161645774832597,0.006529316619866077,0.04570521633906254,0.006529316619866077
Betonicine,220902_Smp_TN397_S9_600_U_A,TN397,5,0.16054815589811372,0.012843852471849096,0.08990696730294367,0.012843852471849096
Betonicine,220902_Smp_TN397_S9_600_U_B,TN397,5,0.1947936971468072,0.015583495771744574,0.10908447040221202,0.015583495771744574
Betonicine,220902_Smp_TN397_S9_600_U_C,TN397,5,0.1684193396661909,0.01347354717329527,0.09431483021306689,0.01347354717329527
Betonicine,220902_Smp_TN397_S9_1800_U_A,TN397,5,0.172590874944284,0.013807269995542718,0.09665088996879903,0.013807269995542718
Betonicine,220902_Smp_TN397_S9_1800_U_B,TN397,5,0.22140720834853816,0.01771257666788305,0.12398803667518137,0.01771257666788305
Betonicine,220902_Smp_TN397_S9_1800_U_C,TN397,5,0.2171106768273651,0.01736885414618921,0.12158197902332446,0.01736885414618921
Betonicine,220902_Smp_TN397_S9_BB_A,TN397,10.5,0.20571278920601954,0.007836677684038838,0.054856743788271864,0.007836677684038838
Betonicine,220902_Smp_TN397_S9_BB_B,TN397,11,0.25487205813249175,0.009268074841181518,0.06487652388827063,0.009268074841181518
Betonicine,220902_Smp_TN397_S10_U_A,TN397,5,0.13417248424852543,0.010733798739882033,0.07513659117917423,0.010733798739882033
Betonicine,220902_Smp_TN397_S10_U_B,TN397,5,0.1450070940166804,0.011600567521334431,0.08120397264934102,0.011600567521334431
Betonicine,220902_Smp_TN397_S10_U_C,TN397,5,0.09325883711999157,0.007460706969599325,0.052224948787195274,0.007460706969599325
Betonicine,220902_Smp_TN397_S11_600_U_A,TN397,5,0.10843702565851733,0.008674962052681385,0.0607247343687697,0.008674962052681385
Betonicine,220902_Smp_TN397_S11_600_U_B,TN397,5,0.103333437939847,0.008266675035187762,0.05786672524631433,0.008266675035187762
Betonicine,220902_Smp_TN397_S11_1800_U_A,TN397,5,0.09728280999637112,0.007782624799709688,0.05447837359796782,0.007782624799709688
Betonicine,220902_Smp_TN397_S11_1800_U_B,TN397,5,0.08731594600043002,0.006985275680034401,0.048896929760240807,0.006985275680034401
Betonicine,220902_Smp_TN397_S11_1800_U_C,TN397,5,0.11162182029295538,0.00892974562343643,0.06250821936405501,0.00892974562343643
Betonicine,220902_Smp_TN397_S12_600_U_A,TN397,5,0.15282218154349547,0.01222577452347964,0.08558042166435748,0.01222577452347964
Betonicine,220902_Smp_TN397_S12_600_U_B,TN397,5,0.1284763252244838,0.010278106017958703,0.07194674212571092,0.010278106017958703
Betonicine,220902_Smp_TN397_S12_600_U_C,TN397,5,0.1597390658676836,0.012779125269414689,0.08945387688590282,0.012779125269414689
Betonicine,220902_Smp_TN397_S12_800_U_A,TN397,5,0.13055637935747588,0.01044451034859807,0.07311157244018648,0.01044451034859807
Betonicine,220902_Smp_TN397_S12_800_U_B,TN397,5,0.12481307295707673,0.009985045836566139,0.06989532085596298,0.009985045836566139
Betonicine,220902_Smp_TN397_S12_800_U_C,TN397,5,0.11125151250843475,0.008900121000674778,0.06230084700472345,0.008900121000674778
Betonicine,220902_Smp_TN397_S12_1800_U_A,TN397,5,0.11474941728737384,0.009179953382989907,0.06425967368092934,0.009179953382989907
